"","team","pass_cmp","pass_att","pass_yds","pass_td","pass_int","pass_sacked","pass_sacked_yds","pass_long","pass_rating","rush_att","rush_yds","rush_td","rush_long","targets","rec","rec_yds","rec_td","rec_long","fumbles_lost","rush_scrambles","designed_rush_att","comb_pass_rush_play","comb_pass_play","comb_rush_play","Team_abbrev","Opponent_abbrev","two_point_conv","total_ret_td","offensive_fumble_recovery_td","pass_yds_bonus","rush_yds_bonus","rec_yds_bonus","pass_target_yds","pass_poor_throws","pass_blitzed","pass_hurried","rush_yds_before_contact","rush_yac","rush_broken_tackles","rec_air_yds","rec_yac","rec_drops","vis_team","home_team","vis_score","home_score","OT","Roof","Surface","Temperature","Humidity","Wind_Speed","Vegas_Line","Vegas_Favorite","Over_Under","game_date","is_blownout","score_diff"
"33","NYJ",8,6,218,2,-1,-8,-47,76,76,1,-11,0,-19,5,8,218,2,132,-1,1,0,-1,-1,0,"NYJ","DAL",0,0,0,1,0,1,137,3,-8,1,-22,11,0,106,106,-2,"DAL","NYJ",16,-7,"False","outdoors","fieldturf ",-2,-30,-3,7,"DAL",0,"2019-10-13",FALSE,27
"34","WAS",-5,-2,44,2,-1,-6,-44,11,38,13,0,-1,-58,-3,-5,44,2,21,-1,-1,14,5,-9,14,"WAS","MIA",0,0,0,0,1,1,45,-1,1,3,4,-4,-2,38,18,2,"WAS","MIA",-16,9,"False","outdoors","grass",14,0,5,9,"WAS",0,"2019-10-13",FALSE,27
"35","CLE",13,13,129,1,1,-4,-42,-4,-117,6,55,3,19,14,13,129,1,77,-1,3,3,15,12,3,"CLE","SEA",1,0,0,0,1,1,106,1,7,-2,-10,65,0,56,43,2,"SEA","CLE",29,-3,"False","outdoors","grass",-29,2,12,4,"CLE",-2,"2019-10-13",FALSE,24
"36","NYG",7,4,62,0,-2,7,67,-36,43,6,55,1,9,6,7,62,0,11,1,3,3,17,14,3,"NYG","ARI",0,0,0,0,0,-1,-25,-5,1,3,64,-9,1,-17,0,5,"ARI","NYG",13,-14,"False","outdoors","fieldturf ",2,17,-10,13,"NYG",6,"2019-10-20",FALSE,15
"37","TEN",4,-4,116,2,-2,-5,-25,7,145,8,58,1,1,-3,4,116,2,61,0,-1,9,-1,-10,9,"TEN","LAC",0,0,0,1,0,0,-108,-6,-3,-2,7,51,2,-92,89,-1,"LAC","TEN",20,7,"False","outdoors","grass",8,31,-5,-2,"TEN",1,"2019-10-20",FALSE,19
"38","PHI",-10,-15,-115,-1,-1,1,9,-15,-14,6,7,0,-3,-16,-10,-115,-1,-8,2,1,5,-8,-13,5,"PHI","DAL",0,0,0,-1,0,0,-52,-5,-5,1,-3,10,0,-76,-80,0,"PHI","DAL",-10,-1,"False","retractable roof (closed)","fieldturf",0,0,0,0,"DAL",6,"2019-10-20",TRUE,-9
"39","LAR",10,14,213,2,0,-4,-30,44,158,14,-19,0,-16,14,10,213,2,104,-1,0,14,24,10,14,"LAR","ATL",0,0,0,0,0,0,221,3,7,-6,-6,-13,0,222,109,0,"LAR","ATL",17,3,"False","retractable roof (open)","fieldturf",-5,3,-2,0,"LAR",5,"2019-10-20",FALSE,40
"40","TAM",-9,-11,-99,1,-3,-4,-17,9,22,16,64,-2,16,-11,-9,-99,1,-62,0,5,11,1,-10,11,"TAM","TEN",-1,0,0,0,0,0,-138,-1,0,-10,68,-4,0,-118,-78,-3,"TAM","TEN",-14,1,"False","outdoors","grass",-2,-19,-11,0,"TEN",-3,"2019-10-27",FALSE,7
"41","DEN",-1,-2,-39,0,0,-6,-71,-8,-3,7,42,0,12,-3,-1,-39,0,14,-1,1,6,-1,-7,6,"DEN","IND",0,0,0,0,0,0,-147,-2,-6,-1,-15,57,1,-140,7,1,"DEN","IND",-17,9,"False","retractable roof (open)","fieldturf",-3,38,-6,-3,"IND",-8,"2019-10-27",FALSE,22
"42","ATL",17,19,236,0,0,-3,-19,-23,-113,2,31,1,14,16,17,236,0,45,0,-1,3,18,15,3,"ATL","SEA",2,0,0,1,0,1,80,-1,5,-4,-12,43,0,81,191,-2,"SEA","ATL",-10,10,"False","retractable roof (open)","fieldturf",0,0,0,-4,"SEA",-6,"2019-10-27",FALSE,20
"43","MIA",-2,-1,-92,1,1,3,10,-18,-17,-11,-49,-2,-26,-1,-2,-92,1,-45,1,0,-11,-9,2,-11,"MIA","PIT",0,0,0,0,0,0,-36,0,3,4,15,-64,-2,-47,-35,1,"MIA","PIT",-7,-4,"False","outdoors","grass",-6,-4,-5,3,"PIT",2,"2019-10-28",TRUE,-3
"44","CHI",-11,-19,2,-2,1,2,11,7,-11,31,145,1,66,-18,-11,2,-2,36,-1,2,29,14,-15,29,"CHI","LAC",-2,-1,0,0,1,0,-30,-7,-15,-2,102,43,3,-65,-43,-2,"LAC","CHI",-19,-9,"False","outdoors","grass",-2,-25,3,1,"CHI",4,"2019-10-27",FALSE,10
"45","CIN",10,9,53,0,-3,3,14,4,36,2,71,-1,13,6,10,53,0,31,-1,-1,3,14,11,3,"CIN","LAR",0,0,0,1,0,-1,128,2,9,3,72,-1,5,188,-45,-2,"CIN","LAR",-17,7,"False","outdoors","grass",-22,6,3,-8,"LAR",4,"2019-10-27",TRUE,-4
"46","PHI",1,-2,-19,0,-1,0,-4,8,24,13,103,3,76,-1,1,-19,0,-6,-2,1,12,11,-1,12,"PHI","BUF",1,0,0,0,0,0,-202,0,2,-3,67,36,1,-179,40,-1,"PHI","BUF",21,-24,"False","outdoors","astroturf",-18,42,23,2,"BUF",-11,"2019-10-27",FALSE,45
"47","DET",-5,-13,-22,-1,0,2,14,2,18,5,-22,0,0,-14,-5,-22,-1,-3,1,0,5,-6,-11,5,"DET","NYG",0,0,0,0,0,0,4,-3,-5,1,-24,2,1,-9,-44,0,"NYG","DET",-16,1,"False","dome","fieldturf",0,0,0,-4,"DET",6,"2019-10-27",FALSE,17
"48","LVR",-6,-1,-44,0,-1,0,0,-2,-141,-8,-62,0,-22,-1,-6,-44,0,-2,-1,-1,-7,-9,-2,-7,"LVR","HOU",0,0,0,0,-1,-1,-40,-2,-4,1,-14,-48,0,-41,58,2,"LVR","HOU",0,-15,"False","retractable roof (closed)","grass",17,-29,-6,0,"HOU",4,"2019-10-27",FALSE,15
"49","SEA",-6,-21,-59,1,-1,1,11,-25,66,7,45,1,9,-18,-6,-59,1,-85,-1,0,7,-13,-20,7,"SEA","ATL",0,0,0,0,0,1,-257,-11,-10,-6,-27,72,0,-215,7,-1,"SEA","ATL",-3,4,"False","retractable roof (open)","fieldturf",22,-34,-8,-4,"SEA",-1,"2019-10-27",FALSE,21
"50","NYJ",10,-2,132,2,-1,7,38,4,70,-6,-35,0,-6,-2,10,132,2,45,-2,0,-6,-1,5,-6,"NYJ","JAX",2,0,0,0,0,0,-165,-11,-3,-3,-27,-8,-1,-172,82,-1,"NYJ","JAX",-18,29,"False","outdoors","grass",14,-28,0,2,"JAX",-4,"2019-10-27",TRUE,19
"51","WAS",0,1,-19,0,-1,0,-4,-17,-52,7,42,0,0,1,0,-19,0,-20,-1,3,4,8,4,4,"WAS","BUF",0,0,0,0,1,0,5,3,-3,0,21,21,2,6,6,0,"WAS","BUF",0,5,"False","outdoors","astroturf",-30,11,18,6,"BUF",-5,"2019-11-03",TRUE,-5
"52","BUF",-2,-14,-9,-1,0,-2,0,21,29,19,24,2,-9,-11,-2,-9,-1,0,-1,-4,23,3,-20,23,"BUF","WAS",0,0,0,0,0,0,-116,-8,-5,1,22,2,-2,-72,10,0,"WAS","BUF",-22,11,"False","outdoors","astroturf",-12,-31,-5,-9,"BUF",-2,"2019-11-03",FALSE,33
"53","NYJ",6,9,42,-1,-2,-5,-29,-2,12,7,37,0,3,7,6,42,-1,11,0,0,7,11,4,7,"NYJ","MIA",-2,0,0,0,0,0,36,1,-2,-1,42,-5,0,14,17,1,"NYJ","MIA",3,-3,"False","outdoors","grass",13,19,11,4,"NYJ",3,"2019-11-03",FALSE,6
"54","ARI",-2,-10,21,2,0,-1,14,41,13,12,113,1,36,-9,-2,21,2,67,0,1,11,1,-10,11,"ARI","SFO",2,0,0,0,1,0,-185,-7,-5,-5,49,64,1,-201,111,0,"SFO","ARI",19,-6,"False","retractable roof (closed)","grass",0,0,0,2,"SFO",-4,"2019-10-31",FALSE,19
"55","CLE",7,11,79,0,-1,-3,-31,10,11,7,-69,0,-46,10,7,79,0,39,-2,1,6,15,9,6,"CLE","DEN",0,0,0,0,-1,0,-70,-2,-4,2,-30,-39,1,-79,123,2,"CLE","DEN",6,-3,"False","outdoors","grass",6,-59,-7,5,"CLE",-4,"2019-11-03",FALSE,9
"56","CIN",-16,-22,-162,0,1,-3,-15,-28,-20,18,53,0,7,-19,-16,-162,0,-58,2,2,16,-7,-23,16,"CIN","BAL",0,0,0,-1,1,0,-204,-2,2,-1,29,24,-4,-224,-33,-1,"BAL","CIN",39,-11,"False","outdoors","grass",8,-16,4,2,"BAL",-4,"2019-11-10",TRUE,-22
"57","CAR",-2,-5,74,2,-2,-4,-40,8,56,14,26,1,19,-7,-2,74,2,20,0,0,14,5,-9,14,"CAR","TEN",-1,0,0,0,0,1,73,-6,5,1,36,-10,3,66,-25,-1,"TEN","CAR",7,-21,"False","outdoors","grass",-8,14,-14,1,"CAR",2,"2019-11-03",FALSE,48
"58","MIA",3,2,98,1,-2,0,2,17,47,5,-10,0,7,3,3,98,1,23,-2,-1,6,7,1,6,"MIA","NYJ",0,0,0,0,0,0,44,-3,1,-3,-19,9,0,55,45,0,"NYJ","MIA",4,-1,"False","outdoors","grass",26,14,9,11,"NYJ",-2,"2019-11-03",FALSE,21
"59","WAS",4,13,70,2,1,2,15,23,-7,-3,-73,0,-19,10,4,70,2,63,0,-2,-1,12,13,-1,"WAS","NYJ",2,0,0,0,-1,0,113,-1,10,4,-39,-34,-1,69,5,6,"NYJ","WAS",25,-7,"False","outdoors","grass",1,2,-10,9,"WAS",0,"2019-11-17",TRUE,-2
"60","TEN",-14,-20,-150,1,-2,0,14,17,51,5,104,0,34,-18,-14,-150,1,-15,0,-1,6,-15,-21,6,"TEN","KAN",1,0,0,-1,1,0,-53,-3,-2,-1,-11,115,0,-53,-125,-2,"KAN","TEN",12,5,"False","outdoors","grass",5,1,4,-2,"KAN",6,"2019-11-10",FALSE,13
"61","JAX",6,0,-13,2,-1,-2,-10,3,33,-6,-45,0,-5,2,6,-13,2,-39,-2,-4,-2,-8,-6,-2,"JAX","IND",0,0,0,-1,0,1,42,-4,-8,-4,-14,-31,-1,19,1,-3,"JAX","IND",-13,30,"False","retractable roof (closed)","fieldturf",19,-9,-6,-1,"IND",-5,"2019-11-17",TRUE,3
"62","NWE",-3,2,-54,0,-1,-1,-10,15,145,5,0,-1,10,4,-3,-54,0,10,-1,0,5,6,1,5,"NWE","PHI",1,0,0,0,0,0,-4,2,-7,-1,-38,38,5,5,-1,3,"NWE","PHI",-3,-27,"False","outdoors","grass",-6,16,12,-1,"NWE",1,"2019-11-17",FALSE,24
"63","GNB",-6,-6,72,-1,0,-1,-14,31,-1,16,118,3,34,-7,-6,72,-1,66,0,0,16,9,-7,16,"GNB","CAR",-1,0,0,0,0,1,39,-3,9,-3,83,35,7,24,24,-1,"CAR","GNB",5,-2,"False","outdoors","grass",0,0,0,-1,"GNB",-1,"2019-11-10",FALSE,23
"64","NYG",0,-1,98,3,-1,1,11,-4,47,-5,-77,0,-26,-3,0,98,3,38,0,-2,-3,-5,-2,-3,"NYG","NYJ",4,0,0,1,0,1,0,-2,3,-2,-94,17,1,6,50,-2,"NYG","NYJ",-10,16,"False","outdoors","fieldturf ",-3,-8,-2,3,"NYG",-5,"2019-11-10",FALSE,12
"65","CIN",-3,1,-52,-1,0,3,25,-4,-27,-18,16,1,30,1,-3,-52,-1,-14,-1,-1,-17,-14,3,-17,"CIN","LVR",0,0,0,0,-1,0,-24,-3,-12,11,51,-35,-2,-19,-36,3,"CIN","LVR",-39,4,"False","outdoors","grass",20,-12,4,-3,"LVR",4,"2019-11-17",FALSE,29
"66","NOR",-5,-11,-76,3,0,-5,-37,2,-84,17,57,0,5,-10,-5,-76,3,30,0,0,17,1,-16,17,"NOR","TAM",0,0,0,0,0,0,-120,-4,4,1,34,23,0,-126,-19,0,"NOR","TAM",8,8,"False","outdoors","grass",-17,34,4,9,"NOR",-1,"2019-11-17",FALSE,34
"67","PIT",-10,-17,-18,0,-3,-1,-19,92,118,22,101,0,22,-21,-10,-18,0,13,0,2,20,4,-16,20,"PIT","CIN",0,0,0,0,0,0,-204,-3,-16,-5,17,84,0,-181,-22,-2,"PIT","CIN",9,-11,"False","outdoors","grass",10,5,0,-2,"PIT",-4,"2019-11-24",FALSE,20
"68","CAR",-8,-14,-69,3,-4,-1,-29,21,65,14,44,1,14,-15,-8,-69,3,-12,0,0,14,-1,-15,14,"CAR","NOR",0,0,0,-1,0,0,-107,-5,10,1,37,7,-2,-127,-11,0,"CAR","NOR",2,31,"False","dome","astroturf",21,-5,-11,-7,"NOR",-3,"2019-11-24",FALSE,23
"69","JAX",-1,1,-24,-2,-1,1,3,-7,-11,18,88,2,13,-2,-1,-24,-2,-12,0,2,16,20,4,16,"JAX","TEN",1,0,0,0,0,-1,-43,2,3,1,63,25,0,-71,-11,3,"JAX","TEN",7,9,"False","outdoors","grass",-20,9,9,-2,"TEN",1,"2019-11-24",TRUE,-2
"70","MIA",-11,-6,-109,2,2,-3,-21,-28,-26,7,69,-1,21,-6,-11,-109,2,-36,-1,5,2,-2,-4,2,"MIA","CLE",0,-1,0,-1,0,-1,19,5,3,-1,55,14,0,30,-56,-3,"MIA","CLE",-13,21,"False","outdoors","grass",-23,-1,1,-4,"CLE",4,"2019-11-24",TRUE,0
"71","CHI",0,-6,79,0,1,-1,2,21,-35,2,-9,1,17,-4,0,79,0,29,0,2,0,-5,-5,0,"CHI","NYG",2,0,0,0,0,1,15,1,-3,-6,-24,15,0,40,28,0,"NYG","CHI",7,2,"False","outdoors","grass",-31,39,12,-1,"CHI",1,"2019-11-24",FALSE,15
"72","HOU",1,0,129,2,0,-6,-58,31,1,4,-23,-1,-13,-2,1,129,2,52,-1,-2,6,-2,-8,6,"HOU","IND",0,0,0,0,0,1,196,-2,-11,1,1,-24,-1,139,-34,0,"IND","HOU",10,-21,"False","retractable roof (closed)","grass",28,-11,-10,1,"HOU",-5,"2019-11-21",FALSE,37
"73","ARI",-5,1,13,-2,1,2,20,0,-45,-4,-61,0,-2,0,-5,13,-2,6,-2,2,-6,-1,5,-6,"ARI","LAR",0,0,0,0,0,0,51,4,4,-4,-13,-48,0,37,12,-1,"LAR","ARI",8,-29,"False","retractable roof (closed)","grass",0,-1,0,8,"LAR",3,"2019-12-01",TRUE,-17
"74","TAM",-12,-23,0,1,-2,-2,-15,23,51,26,97,1,40,-22,-12,0,1,-3,0,3,23,1,-22,23,"TAM","ATL",0,0,0,0,0,1,-170,-7,-17,-2,29,68,5,-161,12,0,"TAM","ATL",1,5,"False","retractable roof (closed)","fieldturf",17,-34,-4,2,"ATL",1,"2019-11-24",FALSE,30
"75","WAS",-6,-5,-58,-2,0,-3,-31,-19,8,4,32,0,14,-3,-6,-58,-2,-63,1,1,3,-4,-7,3,"WAS","DET",-2,1,0,0,0,0,134,5,-5,-7,39,-7,-1,172,-36,-5,"DET","WAS",-18,2,"False","outdoors","grass",3,-2,9,-3,"DET",2,"2019-11-24",FALSE,20
"76","ATL",7,-5,-14,1,1,3,7,-51,-87,7,32,-1,-8,-6,7,-14,1,-39,0,2,5,5,0,5,"ATL","NOR",0,0,0,1,0,0,-186,-1,18,1,10,22,3,-185,-11,0,"NOR","ATL",-9,-4,"False","retractable roof (closed)","fieldturf",0,0,0,-4,"NOR",-3,"2019-11-28",FALSE,5
"77","DEN",8,3,52,2,0,-4,-33,6,52,8,-1,0,-8,2,8,52,2,-4,0,1,7,7,0,7,"DEN","LAC",0,0,0,0,0,0,37,-1,-3,3,-7,6,0,26,2,0,"LAC","DEN",17,3,"False","outdoors","grass",-7,-24,-10,-1,"LAC",2,"2019-12-01",FALSE,20
"78","MIA",7,1,152,2,-1,-1,-7,22,167,0,-34,0,5,1,7,152,2,36,0,-4,4,0,-4,4,"MIA","PHI",2,0,0,1,0,1,16,-3,-9,-3,-34,0,1,16,35,-1,"PHI","MIA",7,-4,"False","outdoors","grass",33,-28,-14,1,"PHI",0,"2019-12-01",FALSE,23
"79","LVR",1,-4,75,1,1,1,5,0,-43,3,54,0,13,-6,1,75,1,50,0,1,2,0,-2,2,"LVR","KAN",0,0,0,0,1,1,-30,-2,-4,6,38,16,0,-39,29,-3,"LVR","KAN",6,6,"False","outdoors","grass",-7,-38,8,-8,"KAN",4,"2019-12-01",TRUE,0
"80","JAX",-9,-7,-32,1,2,2,27,42,31,-10,-68,-2,-12,-6,-9,-32,1,20,2,-1,-9,-15,-6,-9,"JAX","TAM",0,0,0,0,0,0,-166,2,5,-2,-66,-2,2,-118,-3,-2,"TAM","JAX",8,-31,"False","outdoors","grass",20,-9,-9,1,"TAM",4,"2019-12-01",TRUE,5
"81","GNB",-2,-4,124,3,0,-5,-38,21,-31,-2,-38,0,-17,-3,-2,124,3,55,-1,0,-2,-11,-9,-2,"GNB","NYG",-2,0,0,0,0,1,32,1,1,1,-59,21,0,44,-38,-1,"GNB","NYG",23,-24,"False","outdoors","fieldturf ",-31,46,3,-3,"GNB",-5,"2019-12-01",FALSE,47
"82","LAR",7,8,215,2,-2,-1,-3,13,114,21,110,1,11,5,7,215,2,68,0,0,21,28,7,21,"LAR","ARI",0,0,0,1,0,2,-86,-3,-9,0,102,8,2,-114,168,1,"LAR","ARI",-11,1,"False","retractable roof (closed)","grass",10,-19,-5,1,"LAR",0,"2019-12-01",FALSE,66
"83","DAL",-5,0,-21,-1,-1,-2,-24,0,-8,3,-21,2,-12,-3,-5,-21,-1,-20,-1,-3,6,1,-5,6,"DAL","CHI",-2,0,0,0,0,1,182,8,-3,-1,9,-30,-7,138,-60,-1,"DAL","CHI",-2,16,"False","outdoors","grass",-28,21,9,3,"DAL",-3,"2019-12-05",FALSE,4
"84","NYJ",-8,-12,31,2,1,-3,-22,19,15,15,50,0,1,-10,-8,31,2,60,0,-2,17,0,-17,17,"NYJ","MIA",0,0,0,0,0,0,38,-1,5,0,36,14,-1,64,48,-4,"MIA","NYJ",15,0,"False","outdoors","fieldturf ",-5,-30,-6,-3,"NYJ",4,"2019-12-08",FALSE,17
"85","IND",-6,-4,-68,1,-2,-2,-2,24,19,-2,-16,0,-10,-2,-6,-68,1,0,0,3,-5,-8,-3,-5,"IND","TAM",2,0,0,-1,0,0,37,-1,7,-7,0,-16,-3,70,-67,1,"IND","TAM",4,21,"False","outdoors","grass",6,13,9,-2,"TAM",5,"2019-12-08",FALSE,11
"86","ARI",1,-4,31,2,2,-1,-10,8,11,1,-3,-1,7,-5,1,31,2,27,0,1,0,-4,-4,0,"ARI","PIT",0,0,0,0,0,0,34,-4,-3,-1,-35,32,2,6,4,1,"PIT","ARI",-11,10,"False","retractable roof (closed)","grass",0,0,0,0,"PIT",-4,"2019-12-08",FALSE,21
"87","JAX",2,-3,-69,0,-2,-3,-40,-38,75,6,39,0,6,-1,2,-69,0,-45,-2,5,1,0,-1,1,"JAX","LAC",-1,0,0,0,0,0,-5,0,-7,2,13,26,-1,4,-60,0,"LAC","JAX",17,-1,"False","outdoors","grass",0,0,0,0,"LAC",-4,"2019-12-08",TRUE,-18
"88","LVR",5,4,40,1,-2,0,-8,21,44,-1,-25,1,-14,3,5,40,1,30,0,0,-1,3,4,-1,"LVR","TEN",0,0,0,0,-1,-1,77,2,-1,-6,-41,16,-2,78,-11,0,"TEN","LVR",33,-19,"False","outdoors","grass",23,23,-15,8,"TEN",-2,"2019-12-08",TRUE,10
"89","NYG",-5,-7,-37,1,-3,2,21,12,45,-7,-22,0,-9,-7,-5,-37,1,-61,0,-1,-6,-12,-6,-6,"NYG","PHI",0,0,0,0,0,1,-9,-4,-2,-1,16,-38,1,-7,-21,0,"NYG","PHI",-14,10,"True","outdoors","grass",21,1,1,-3,"PHI",2,"2019-12-09",FALSE,12
"90","CAR",-3,1,-16,0,1,-4,-40,-17,22,7,45,1,4,-1,-3,-16,0,-31,-1,0,7,4,-3,7,"CAR","SEA",0,0,0,0,0,1,-139,0,1,4,24,21,0,-144,16,1,"SEA","CAR",10,-16,"False","outdoors","grass",-16,0,5,-3,"SEA",0,"2019-12-15",FALSE,14
"91","HOU",-9,-23,-49,1,0,-2,-3,-8,29,13,6,-1,-20,-22,-9,-49,1,-1,-1,-2,15,-12,-27,15,"HOU","TEN",0,0,0,0,1,0,-163,-5,-12,-7,-22,28,0,-152,-65,-3,"HOU","TEN",-14,-3,"False","outdoors","grass",-27,26,4,5,"TEN",8,"2019-12-15",FALSE,17
"92","JAX",-8,-9,30,1,0,0,9,24,-85,-1,-11,0,13,-9,-8,30,1,37,0,-2,1,-10,-11,1,"JAX","LVR",0,0,0,0,0,0,32,-2,-1,-1,-8,-3,0,27,27,0,"JAX","LVR",-25,6,"False","outdoors","grass",-13,7,7,-4,"LVR",5,"2019-12-15",FALSE,39
"93","DET",0,3,55,-1,0,-3,-34,25,-6,-4,-25,2,14,5,0,55,-1,57,1,3,-7,-4,3,-7,"DET","TAM",0,0,0,0,0,1,87,2,14,0,-9,-16,-1,104,13,0,"TAM","DET",31,-3,"False","dome","fieldturf",0,0,0,7,"TAM",3,"2019-12-15",TRUE,-8
"94","LVR",-3,2,5,-1,0,2,27,-9,-22,8,31,-1,3,1,-3,5,-1,10,-1,-2,10,12,2,10,"LVR","JAX",0,0,0,0,0,1,-10,-2,3,0,14,17,3,-85,54,4,"JAX","LVR",-22,-5,"False","outdoors","grass",0,-26,2,-4,"LVR",0,"2019-12-15",FALSE,17
"95","SEA",-2,-9,41,2,0,-3,-31,23,68,13,48,2,4,-8,-2,41,2,25,0,-3,16,1,-15,16,"SEA","CAR",0,0,0,0,1,1,-82,-1,-16,0,10,38,1,-52,28,-1,"SEA","CAR",18,-4,"False","outdoors","grass",-4,-34,1,-5,"SEA",1,"2019-12-15",FALSE,22
"96","NYJ",-2,-6,-35,-1,-1,1,-2,-9,10,8,-18,0,-5,-4,-2,-35,-1,-30,0,0,8,3,-5,8,"NYJ","PIT",-2,0,0,0,0,0,-35,-2,-4,-3,-34,16,0,-35,-5,2,"PIT","NYJ",-11,-26,"False","outdoors","fieldturf ",12,-3,3,14,"PIT",-8,"2019-12-22",FALSE,27
"97","CIN",16,25,245,3,-4,4,25,10,65,-7,-105,0,-31,25,16,245,3,53,0,0,-7,22,29,-7,"CIN","MIA",3,0,0,1,-1,1,335,8,-2,2,-46,-59,-4,361,32,1,"CIN","MIA",1,25,"True","outdoors","grass",40,10,9,9,"CIN",4,"2019-12-22",FALSE,18
"98","CLE",-10,-10,-55,0,0,0,2,7,-6,-4,-95,-1,-23,-10,-10,-55,0,-12,-1,-1,-3,-14,-11,-3,"CLE","BAL",0,0,0,0,-1,0,39,-3,7,-2,-58,-37,-4,33,-47,0,"BAL","CLE",7,-23,"False","outdoors","grass",-23,-4,10,-6,"BAL",-1,"2019-12-22",TRUE,-2
"99","LAR",-7,-6,34,0,0,-2,-22,-4,-86,10,50,1,14,-12,-7,34,0,0,0,4,6,2,-4,6,"LAR","SFO",-1,0,0,1,0,1,-20,0,0,8,27,23,-2,-21,-14,-4,"LAR","SFO",10,-10,"False","outdoors","grass",-14,21,12,-6,"SFO",-3,"2019-12-21",FALSE,20
"100","DET",-12,-19,-143,1,-2,2,12,-13,24,3,51,-2,6,-20,-12,-143,1,-88,-1,-3,6,-14,-20,6,"DET","DEN",0,0,0,0,0,-1,-104,-4,-17,-2,40,11,1,-112,-11,-1,"DET","DEN",-21,10,"False","outdoors","grass",-5,-37,3,-4,"DEN",-6,"2019-12-22",TRUE,11
"101","DEN",8,-6,-10,1,-1,-2,-9,-17,141,18,98,2,20,-6,8,-10,1,-36,0,2,16,10,-6,16,"DEN","DET",0,0,0,0,1,0,-18,-10,-17,3,45,53,2,-19,-53,-3,"DET","DEN",14,4,"False","outdoors","grass",43,-80,-5,1,"DEN",-3,"2019-12-22",FALSE,30
"102","MIA",8,11,140,2,1,-1,-4,22,10,9,-26,1,-7,10,8,140,2,67,-1,-3,12,19,7,12,"MIA","CIN",0,0,0,1,0,1,186,7,4,0,-11,-15,1,194,2,-5,"CIN","MIA",15,2,"True","outdoors","grass",28,26,-4,2,"CIN",-1,"2019-12-22",FALSE,19
"103","LAC",-1,0,-28,-1,-3,-2,-10,-16,18,-3,-43,2,-19,-1,-1,-28,-1,-32,-4,0,-3,-5,-2,-3,"LAC","LVR",0,0,0,-1,0,0,-131,-3,-5,0,-8,-35,0,-134,49,3,"LVR","LAC",-15,7,"False","outdoors","grass",0,32,-4,-6,"LAC",0,"2019-12-22",FALSE,22
"104","WAS",10,10,41,1,0,2,11,2,242,4,-21,1,-1,10,10,41,1,20,-1,-1,5,16,11,5,"WAS","NYG",0,0,0,0,0,-1,113,3,8,-10,-55,34,-2,93,-37,-2,"NYG","WAS",4,8,"True","outdoors","grass",-8,8,-7,6,"NYG",4,"2019-12-22",FALSE,4
"105","IND",-4,-7,-46,0,0,2,7,-3,-3,15,172,2,72,-9,-4,-46,0,-5,0,1,14,10,-4,14,"IND","CAR",0,2,0,0,0,0,-22,-3,-8,3,92,80,0,-74,-31,2,"CAR","IND",-1,4,"False","retractable roof (closed)","fieldturf",0,0,0,1,"IND",-2,"2019-12-22",FALSE,59
"106","JAX",13,7,107,2,1,0,-6,-4,-61,0,-48,0,-23,8,13,107,2,16,0,-4,4,7,3,4,"JAX","IND",1,0,0,0,0,0,-9,-8,-4,-1,-30,-18,0,-6,32,6,"IND","JAX",8,14,"False","outdoors","grass",0,0,0,2,"IND",-7,"2019-12-29",FALSE,30
"107","CHI",8,3,50,0,0,1,4,12,19,12,57,1,8,2,8,50,0,0,1,0,12,16,4,12,"CHI","MIN",0,0,0,0,1,0,-61,0,-7,5,40,17,0,-68,10,-6,"CHI","MIN",-5,16,"False","dome","sportturf",27,-21,-10,1,"CHI",-9,"2019-12-29",FALSE,25
"108","CLE",-8,-6,87,1,2,5,32,23,-5,1,17,0,1,-8,-8,87,1,61,0,3,-2,0,2,-2,"CLE","CIN",0,0,0,0,0,0,129,3,-14,4,26,-9,2,117,-18,-1,"CLE","CIN",-8,18,"False","outdoors","grass",15,39,-3,7,"CLE",-4,"2019-12-29",TRUE,6
"109","CAR",-2,4,63,0,-1,-3,-26,4,-90,-3,-46,1,-14,7,-2,63,0,61,1,1,-4,-2,2,-4,"CAR","NOR",0,0,0,0,0,-1,-39,3,10,-5,-34,-12,1,13,-13,2,"NOR","CAR",36,-28,"False","outdoors","grass",-9,44,9,-6,"NOR",-1,"2019-12-29",TRUE,0
"110","DET",1,6,24,0,1,-3,-15,26,120,4,75,1,47,6,1,24,0,32,0,2,2,7,5,2,"DET","GNB",0,0,0,0,0,0,28,3,3,0,8,67,3,19,-15,1,"GNB","DET",6,-7,"False","dome","fieldturf",5,37,-3,-4,"GNB",4,"2019-12-29",FALSE,7
"111","TEN",-3,-6,-50,-1,0,-5,-24,34,116,13,96,2,-2,-4,-3,-50,-1,-65,-1,1,12,2,-10,12,"TEN","HOU",0,0,0,0,1,1,43,4,-3,-3,124,-28,2,59,-51,-4,"TEN","HOU",-3,-14,"False","retractable roof (closed)","grass",22,-14,-4,-7,"TEN",-6,"2019-12-29",FALSE,31
"112","SEA",9,9,64,1,0,-4,-26,1,17,10,34,1,-34,9,9,64,1,-18,-1,6,4,15,11,4,"SEA","SFO",0,0,0,0,0,0,-50,0,1,4,40,-6,-1,-36,-25,1,"SFO","SEA",-1,8,"False","outdoors","fieldturf",8,-17,-4,5,"SFO",-4,"2019-12-29",FALSE,9
