"","team","pass_cmp","pass_att","pass_yds","pass_td","pass_int","pass_sacked","pass_sacked_yds","pass_long","pass_rating","rush_att","rush_yds","rush_td","rush_long","targets","rec","rec_yds","rec_td","rec_long","fumbles_lost","rush_scrambles","designed_rush_att","comb_pass_rush_play","comb_pass_play","comb_rush_play","Team_abbrev","Opponent_abbrev","two_point_conv","total_ret_td","offensive_fumble_recovery_td","pass_yds_bonus","rush_yds_bonus","rec_yds_bonus","pass_target_yds","pass_poor_throws","pass_blitzed","pass_hurried","rush_yds_before_contact","rush_yac","rush_broken_tackles","rec_air_yds","rec_yac","rec_drops","vis_team","home_team","vis_score","home_score","OT","Roof","Surface","Temperature","Humidity","Wind_Speed","Vegas_Line","Vegas_Favorite","Over_Under","game_date","is_blownout","score_diff"
"192","DET",10,10,117,1,1,-1,-17,16,54,12,69,2,17,10,10,117,1,53,2,0,12,21,9,12,"DET","HOU",2,0,0,0,0,0,156,0,9,1,50,19,3,138,69,-2,"HOU","DET",41,5,"False","dome","fieldturf",7,-22,-7,0,"HOU",5,"2020-11-26",TRUE,4
"193","JAX",4,-2,84,2,-4,-2,-18,27,81,8,67,1,19,0,4,84,2,14,0,1,7,4,-3,7,"JAX","CLE",0,0,0,0,1,0,19,-5,-9,-4,29,38,5,48,58,0,"CLE","JAX",0,22,"False","outdoors","grass",-2,-1,-2,4,"CLE",1,"2020-11-29",FALSE,22
"194","ATL",3,2,-47,2,-1,-7,-30,-29,27,18,73,1,32,3,3,-47,2,-32,0,1,17,13,-4,17,"ATL","LVR",0,0,0,0,0,0,-180,0,-10,3,33,40,-1,-134,48,-1,"LVR","ATL",-3,19,"False","retractable roof (closed)","fieldturf",0,0,0,0,"LVR",4,"2020-11-29",FALSE,52
"195","CIN",-8,-15,-97,0,0,-2,-10,-21,-23,-3,-30,0,-26,-17,-8,-97,0,-27,1,0,-3,-20,-17,-3,"CIN","NYG",0,0,0,0,0,0,-219,-5,-19,-2,-17,-13,1,-218,-11,-1,"NYG","CIN",10,-3,"False","outdoors","grass",-5,-13,-3,-4,"NYG",-3,"2020-11-29",FALSE,9
"196","DAL",6,13,70,1,0,-3,-20,-26,1,10,51,0,15,11,6,70,1,11,-1,-2,12,20,8,12,"DAL","BAL",0,0,0,0,0,-1,244,6,-3,4,28,23,1,178,52,-1,"DAL","BAL",-24,18,"False","outdoors","grass",-34,9,9,-7,"ERROR - abbrev_team",-1,"2020-12-08",TRUE,8
"197","DET",-1,-1,107,2,0,-2,-14,-2,-15,-7,-49,0,-17,-1,-1,107,2,29,-2,-1,-6,-10,-4,-6,"DET","CHI",-2,0,0,1,0,1,223,4,-16,1,-41,-8,-1,194,-94,-1,"DET","CHI",-7,5,"False","outdoors","grass",-37,35,5,0,"CHI",-8,"2020-12-06",FALSE,20
"198","LVR",3,8,141,3,0,-3,-24,-2,-46,11,32,1,-2,9,3,141,3,19,-3,1,10,16,6,10,"LVR","NYJ",0,0,0,1,0,1,246,5,11,-3,23,9,0,255,29,1,"LVR","NYJ",25,-15,"False","outdoors","fieldturf ",-33,1,18,-4,"LVR",-5,"2020-12-06",FALSE,40
"199","LAC",-5,1,-107,-1,1,0,-4,-31,-32,-9,-6,-1,-30,1,-5,-107,-1,-5,0,0,-9,-8,1,-9,"LAC","NWE",-2,0,0,-1,0,0,17,9,-23,9,-6,0,1,18,-21,-3,"NWE","LAC",28,-27,"False","dome","matrixturf",24,-7,-7,2,"LAC",-5,"2020-12-06",TRUE,-35
"200","IND",3,-9,-10,0,-1,1,8,-11,-5,8,53,-1,7,-7,3,-10,0,-14,0,-1,9,0,-9,9,"IND","HOU",0,0,0,0,0,1,-150,-10,2,-3,18,35,5,-141,-3,1,"IND","HOU",-19,-6,"False","retractable roof (closed)","grass",0,0,0,0,"IND",-1,"2020-12-06",FALSE,25
"201","DEN",14,19,138,2,0,-1,-1,24,63,0,79,0,35,19,14,138,2,87,0,0,0,18,18,0,"DEN","KAN",0,0,0,0,1,0,100,4,8,1,93,-14,0,93,58,1,"DEN","KAN",-15,19,"False","outdoors","astroturf",3,37,3,4,"KAN",15,"2020-12-06",FALSE,22
"202","CHI",0,-12,25,-2,-2,-1,5,1,34,15,19,3,-42,-11,0,25,-2,5,0,0,15,2,-13,15,"CHI","DET",-2,0,0,0,-1,0,-188,-6,4,-3,13,6,2,-167,56,1,"DET","CHI",9,-11,"False","outdoors","grass",-2,21,-8,4,"CHI",0,"2020-12-06",FALSE,12
"203","NYJ",-2,-4,-11,2,-1,0,-8,-12,46,11,119,2,35,-7,-2,-11,2,17,2,0,11,7,-4,11,"NYJ","LVR",2,0,0,0,1,0,-116,-1,-4,-7,69,50,2,-177,37,-1,"LVR","NYJ",11,25,"False","outdoors","fieldturf ",-15,14,16,0,"LVR",2,"2020-12-06",FALSE,14
"204","ARI",3,-4,71,-2,-1,-1,-20,-18,17,22,67,0,12,-4,3,71,-2,13,-1,7,15,17,2,15,"ARI","NYG",0,0,0,0,0,1,-49,-5,-4,0,24,43,4,-43,41,0,"ARI","NYG",-12,-21,"False","outdoors","fieldturf ",-13,13,15,-1,"ARI",-2,"2020-12-13",FALSE,29
"205","PHI",6,3,-21,0,-1,-7,-27,-36,-42,11,129,2,67,1,6,-21,0,-11,1,-3,14,7,-7,14,"PHI","NOR",0,-1,0,0,2,0,-97,-3,2,-1,83,46,0,-116,85,-1,"NOR","PHI",5,-6,"False","outdoors","grass",23,-15,1,1,"NOR",-7,"2020-12-13",FALSE,17
"206","CIN",11,11,29,0,-2,-4,-23,-68,-15,13,61,0,11,11,11,29,0,-26,3,1,12,20,8,12,"CIN","DAL",0,0,0,0,0,0,-9,0,-10,2,71,-10,0,-9,-10,1,"DAL","CIN",23,-12,"False","outdoors","grass",-37,9,0,7,"DAL",1,"2020-12-13",TRUE,-11
"207","LAC",10,-9,34,2,-1,-2,-18,1,52,11,35,0,9,-8,10,34,2,-28,0,0,11,0,-11,11,"LAC","ATL",0,0,0,0,0,0,-88,-11,8,-7,3,32,3,-87,16,-1,"ATL","LAC",-28,20,"False","dome","matrixturf",0,0,0,1,"LAC",3,"2020-12-13",FALSE,48
"208","SFO",-1,6,-56,-2,-1,4,24,-27,-25,6,22,1,-3,5,-1,-56,-2,-50,2,0,6,16,10,6,"SFO","WAS",2,0,0,-1,0,1,2,-2,13,0,20,2,-1,2,-2,0,"WAS","SFO",-11,-9,"False","retractable roof (closed)","grass",0,0,0,-2,"SFO",-5,"2020-12-13",FALSE,2
"209","DAL",-15,-25,-100,0,-1,1,6,4,37,-3,-10,0,19,-23,-15,-100,0,-9,0,0,-3,-27,-24,-3,"DAL","CIN",0,0,0,0,0,0,-267,-9,-4,-4,-3,-7,-1,-222,-59,0,"DAL","CIN",13,-27,"False","outdoors","grass",6,19,-4,6,"DAL",-1,"2020-12-13",FALSE,40
"210","NWE",3,4,63,0,-1,-3,-10,-3,-45,-7,10,0,-5,2,3,63,0,13,1,0,-7,-6,1,-7,"NWE","MIA",0,0,0,0,0,1,85,2,0,1,-1,11,1,81,37,-2,"NWE","MIA",9,-2,"False","outdoors","grass",7,20,9,4,"NWE",-3,"2020-12-20",TRUE,11
"211","PIT",-1,1,-17,-1,-1,0,2,17,-3,6,39,1,14,1,-1,-17,-1,27,2,0,6,7,1,6,"PIT","CIN",-2,0,0,0,0,0,65,5,1,-4,22,17,-1,66,-11,-4,"PIT","CIN",2,1,"False","outdoors","grass",8,-8,-1,-12,"PIT",-8,"2020-12-21",TRUE,1
"212","HOU",12,11,154,1,0,-2,-33,-10,19,-6,-25,0,-6,11,12,154,1,36,0,-3,-3,3,6,-3,"HOU","IND",0,0,0,1,0,1,113,0,-2,5,-19,-6,-2,108,21,-1,"HOU","IND",13,-9,"False","retractable roof (closed)","fieldturf",38,-25,-1,-6,"IND",6,"2020-12-20",FALSE,22
"213","CIN",-21,-25,-133,0,0,0,-3,4,-54,11,51,2,19,-25,-21,-133,0,-32,-3,-1,12,-14,-26,12,"CIN","PIT",0,0,0,0,0,0,26,-4,4,-2,-9,60,-1,26,-121,-2,"PIT","CIN",-13,20,"False","outdoors","grass",-1,-10,5,-11,"PIT",-4,"2020-12-21",FALSE,33
"214","JAX",-9,-25,-37,1,-1,5,21,-21,-11,7,-29,0,-23,-22,-9,-37,1,-6,1,-1,8,-13,-21,8,"JAX","BAL",0,0,0,0,0,0,-230,-7,10,-3,-4,-25,1,-195,-39,-2,"JAX","BAL",-17,30,"False","outdoors","grass",-30,-5,1,-6,"BAL",-3,"2020-12-20",TRUE,-5
"215","NYG",6,8,76,0,0,-7,-57,-18,-31,4,-4,-1,-4,8,6,76,0,21,-3,1,3,5,2,3,"NYG","CLE",0,0,0,0,0,0,27,1,-3,1,35,-39,-5,27,55,1,"CLE","NYG",-6,-1,"False","outdoors","fieldturf ",-23,24,-15,-3,"CLE",-2,"2020-12-20",TRUE,5
"216","LVR",-12,-13,-66,-1,-1,1,3,-11,-24,19,94,1,15,-15,-12,-66,-1,-36,-1,2,17,7,-10,17,"LVR","LAC",0,0,0,-1,0,0,-15,2,0,-2,32,62,2,-13,-56,-3,"LAC","LVR",-14,0,"True","dome","grass",0,0,0,-1,"LVR",0,"2020-12-17",FALSE,14
"217","NYJ",8,5,75,1,0,-1,-5,-10,31,8,24,1,-4,4,8,75,1,0,-1,1,7,12,5,7,"NYJ","LAR",0,0,0,0,0,0,-102,-3,2,2,0,24,0,-103,74,0,"NYJ","LAR",20,-20,"False","dome","matrixturf",29,-45,-8,-1,"LAR",-6,"2020-12-20",FALSE,40
"218","MIN",0,-2,46,1,1,-3,-30,5,8,-5,-4,0,-5,-5,0,46,1,28,-1,-1,-4,-10,-6,-4,"MIN","CHI",-2,0,0,0,0,1,-42,-3,-4,0,-16,12,-3,-74,18,-1,"CHI","MIN",19,1,"False","dome","sportturf",-6,-18,-5,5,"MIN",-5,"2020-12-20",FALSE,6
"219","DEN",4,15,132,-1,2,-1,-16,8,-31,0,-7,-1,11,11,4,132,-1,41,-1,-2,2,14,12,2,"DEN","LAC",0,0,0,0,0,0,408,4,-6,2,-21,14,-2,356,36,7,"DEN","LAC",-32,0,"False","dome","matrixturf",25,23,-24,3,"LAC",-2,"2020-12-27",FALSE,26
"220","NWE",-8,-6,-131,0,0,0,-1,-4,21,2,28,1,40,-7,-8,-131,0,-59,-1,0,2,-4,-6,2,"NWE","BUF",0,0,0,0,0,-1,-51,-1,1,3,-31,59,3,-59,-41,2,"BUF","NWE",26,-13,"False","outdoors","grass",-38,25,-5,-6,"BUF",7,"2020-12-28",TRUE,-19
"221","NYG",5,9,31,1,0,5,30,-15,-38,-9,-20,0,4,9,5,31,1,-17,0,0,-9,5,14,-9,"NYG","BAL",0,0,0,0,0,0,88,3,23,5,-38,18,2,87,23,-1,"NYG","BAL",-7,21,"False","outdoors","grass",2,-34,3,-4,"BAL",-2,"2020-12-27",TRUE,0
"222","DET",-6,-7,-155,-1,0,4,39,-11,29,-12,-50,-2,-11,-7,-6,-155,-1,-96,-1,-1,-11,-15,-4,-11,"DET","TAM",0,0,0,0,0,-1,-187,-1,-1,0,-27,-23,-2,-195,-23,-2,"TAM","DET",22,-39,"False","dome","fieldturf",26,-41,-5,0,"TAM",0,"2020-12-26",TRUE,-19
"223","JAX",2,8,-15,0,2,-4,-13,6,-45,-6,14,0,-9,9,2,-15,0,-28,-1,-1,-5,-2,3,-5,"JAX","CHI",0,0,0,0,0,0,14,1,-14,2,18,-4,1,29,-21,1,"CHI","JAX",27,-23,"False","outdoors","grass",16,-18,2,4,"CHI",-2,"2020-12-27",TRUE,2
"224","PIT",14,11,171,2,-1,0,-3,2,47,-9,-64,0,-16,11,14,171,2,23,-2,0,-9,2,11,-9,"PIT","IND",0,0,0,1,0,0,38,-3,-10,-1,-20,-44,-1,38,29,2,"IND","PIT",7,1,"False","outdoors","grass",-6,2,-4,13,"IND",3,"2020-12-27",FALSE,14
"225","MIN",1,-1,114,0,0,1,5,15,17,14,35,0,11,0,1,114,0,113,0,0,14,14,0,14,"MIN","DET",0,0,0,1,0,1,80,-1,-1,0,-8,43,7,69,46,0,"MIN","DET",4,-17,"False","dome","fieldturf",0,0,0,3,"MIN",5,"2021-01-03",FALSE,21
"226","DET",-1,0,141,3,0,-3,-34,-11,-82,7,56,2,18,1,-1,141,3,31,-1,1,6,4,-2,6,"DET","MIN",0,0,0,0,0,1,277,-2,-1,1,-22,78,6,284,-6,2,"MIN","DET",-10,28,"False","dome","fieldturf",0,0,0,6,"MIN",-1,"2021-01-03",FALSE,38
"227","PHI",-8,-6,-223,-1,0,0,5,-26,88,0,-33,1,4,-5,-8,-223,-1,-151,0,-1,1,-6,-7,1,"PHI","WAS",0,0,0,-1,0,0,-100,5,10,-1,-4,-29,2,-73,-86,0,"WAS","PHI",3,-23,"False","outdoors","grass",-34,47,10,-3,"WAS",-6,"2021-01-03",FALSE,14
"228","TEN",7,1,95,0,-2,0,-5,33,23,14,132,3,5,2,7,95,0,19,1,0,14,15,1,14,"TEN","HOU",0,0,0,0,1,1,99,0,8,-1,102,30,1,113,19,2,"TEN","HOU",27,-2,"False","retractable roof (closed)","grass",44,-43,-15,-4,"TEN",3,"2021-01-03",FALSE,29
"229","JAX",2,5,50,0,-2,5,23,-13,20,1,-23,0,-16,4,2,50,0,-2,1,0,1,11,10,1,"JAX","IND",0,0,0,0,0,0,56,-1,5,-2,-15,-8,0,44,16,3,"JAX","IND",-27,11,"False","retractable roof (closed)","fieldturf",17,-15,-5,-6,"IND",0,"2021-01-03",TRUE,10
"230","NYG",-7,-16,-23,1,1,-4,-19,13,22,16,71,1,26,-16,-7,-23,1,8,1,1,15,-4,-19,15,"NYG","DAL",0,0,0,0,0,1,-99,-5,-21,-8,59,12,-1,-98,-40,1,"DAL","NYG",6,-4,"False","outdoors","fieldturf ",-5,37,3,9,"DAL",1,"2021-01-03",FALSE,18
"231","LAR",-2,-5,-3,0,0,-1,-10,12,3,1,-8,0,-12,-4,-2,-3,0,37,1,-4,5,-5,-10,5,"LAR","ARI",0,0,0,0,0,0,75,0,7,-5,-24,16,0,80,15,-1,"ARI","LAR",-2,-2,"False","dome","matrixturf",27,-44,-2,0,"LAR",-5,"2021-01-03",FALSE,22
"232","NWE",13,10,183,4,0,0,1,19,178,5,21,-1,-1,12,13,183,4,99,0,-2,7,15,8,7,"NWE","NYJ",0,0,0,0,0,0,19,-2,4,-3,7,14,-1,31,88,-1,"NYJ","NWE",-24,19,"False","outdoors","grass",-8,-15,1,4,"NWE",-6,"2021-01-03",FALSE,43
"233","MIA",-20,-32,-191,0,-2,1,8,-27,-102,3,4,-1,1,-32,-20,-191,0,-83,-1,-2,5,-28,-33,5,"MIA","NWE",0,0,0,-1,0,-1,-189,-7,-9,1,-25,29,1,-190,-106,1,"MIA","NWE",-9,-40,"False","outdoors","fieldturf ",46,-35,14,0,"NWE",0,"2021-09-12",FALSE,31
"234","CAR",6,-2,8,1,-5,-2,-16,-18,37,7,37,0,6,-3,6,8,1,22,1,-1,8,3,-5,8,"CAR","NYJ",0,0,0,0,0,-2,-229,0,-6,3,18,19,-1,-228,101,-3,"NYJ","CAR",-19,12,"False","outdoors","grass ",24,-29,-2,2,"CAR",-2,"2021-09-12",FALSE,31
"235","CHI",-14,-13,-53,1,-1,0,4,-25,15,-12,-60,-1,-7,-14,-14,-53,1,3,-1,1,-13,-25,-12,-13,"CHI","NOR",0,0,0,0,0,0,17,0,3,-4,-61,1,0,13,-65,2,"CHI","NOR",-26,5,"False","dome","astroturf",40,-40,-7,-7,"NOR",0,"2021-01-10",TRUE,7
"236","CIN",14,6,213,2,-2,5,44,29,128,17,2,1,-57,6,14,213,2,111,0,0,17,28,11,17,"CIN","MIN",0,0,0,0,1,1,65,-2,0,2,47,-45,5,62,91,-1,"MIN","CIN",-14,24,"True","outdoors","fieldturf ",42,-25,5,10,"MIN",1,"2021-09-12",FALSE,38
"237","JAX",2,9,71,1,3,-5,-18,20,-25,-1,23,0,13,10,2,71,1,51,-1,0,-1,3,4,-1,"JAX","HOU",0,0,0,1,0,0,117,10,-3,1,18,5,-2,124,56,1,"JAX","HOU",7,9,"False","retractable roof (closed)","astroturf",0,0,0,12,"JAX",-2,"2021-09-12",TRUE,-2
"238","KAN",4,6,103,-1,1,0,5,29,55,7,72,0,38,6,4,103,-1,8,-1,2,5,13,8,5,"KAN","CLE",0,0,0,0,0,2,114,1,3,-1,37,35,0,123,-11,1,"CLE","KAN",-21,1,"False","outdoors","astroturf",5,-26,7,0,"KAN",12,"2021-01-17",FALSE,22
"239","NYJ",-3,3,-8,1,-1,3,24,-13,6,-8,-68,-1,-14,3,-3,-8,1,-15,0,0,-8,-2,6,-8,"NYJ","CAR",1,0,0,0,0,0,119,1,0,4,-29,-39,1,119,-55,3,"NYJ","CAR",0,-9,"False","outdoors","grass ",48,-24,-5,-1,"CAR",4,"2021-09-12",FALSE,9
"240","ARI",2,5,97,3,0,-2,-17,-7,-56,15,88,1,-2,5,2,97,3,36,0,1,14,18,4,14,"ARI","TEN",0,0,0,0,0,0,49,3,0,5,83,5,2,49,7,1,"ARI","TEN",31,-5,"False","outdoors","grass ",10,10,8,-2,"TEN",11,"2021-09-12",FALSE,36
"241","ATL",-8,-9,-101,-2,0,2,21,-8,-26,0,-3,-1,-36,-8,-8,-101,-2,-52,-2,1,-1,-7,-6,-1,"ATL","PHI",0,0,0,0,0,0,-48,3,-17,-1,53,-56,0,-34,-58,-1,"PHI","ATL",5,-38,"False","retractable roof (open)","fieldturf",7,-32,-4,4,"ATL",-2,"2021-09-12",TRUE,-9
"242","SEA",7,-4,80,2,-1,-2,-19,18,80,2,4,0,27,-5,7,80,2,49,1,-2,4,-4,-8,4,"SEA","IND",0,0,0,0,0,1,-161,-7,-7,-1,-40,44,4,-186,72,-2,"SEA","IND",-2,-4,"False","retractable roof (closed)","fieldturf ",33,-46,-1,0,"SEA",7,"2021-09-12",FALSE,22
"243","CHI",10,11,17,-1,1,2,20,0,64,7,86,2,37,13,10,17,-1,-25,1,-1,8,20,12,8,"CHI","LAR",0,0,0,0,1,0,-109,1,7,2,5,81,3,-96,41,0,"CHI","LAR",5,13,"False","dome","matrixturf",0,0,0,3,"LAR",-2,"2021-09-12",TRUE,-8
"244","PIT",-29,-36,-313,-3,-4,2,11,-9,-2,5,23,-1,29,-36,-29,-313,-3,-24,0,1,4,-29,-33,4,"PIT","BUF",-2,0,0,-1,0,-2,-369,-5,3,-2,30,-7,0,-369,-98,-4,"PIT","BUF",-25,-21,"False","outdoors","a_turf",39,7,16,-1,"BUF",1,"2021-09-12",FALSE,18
"245","BAL",-1,-7,13,1,-1,-1,-14,-11,-23,2,39,2,20,-6,-1,13,1,18,2,0,2,-6,-8,2,"BAL","LVR",0,0,0,0,0,0,-35,-2,-14,-2,-26,65,2,-56,23,0,"BAL","LVR",24,16,"True","dome","grass",38,-36,-13,-2,"BAL",1,"2021-09-13",FALSE,8
"246","LAR",-1,-1,147,2,0,-3,-17,39,51,4,-22,0,6,0,-1,147,2,137,0,-1,5,0,-5,5,"LAR","CHI",-2,0,0,1,0,1,86,4,1,-2,-8,-14,-2,87,88,-1,"CHI","LAR",-4,2,"False","dome","matrixturf",37,-24,-13,-1,"LAR",1,"2021-09-12",FALSE,34
"247","NOR",-5,-14,-39,3,-3,0,0,-14,14,14,66,0,14,-15,-5,-39,3,12,-1,3,11,0,-11,11,"NOR","GNB",0,0,0,0,0,0,-53,-5,-13,-5,55,11,-3,-59,-32,2,"GNB","NOR",-27,18,"False","outdoors","grass ",14,12,9,-1,"GNB",-4,"2021-09-12",FALSE,45
"248","BUF",2,3,-17,-1,-1,-1,-37,3,-1,7,-12,0,3,4,2,-17,-1,-23,1,-4,11,9,-2,11,"BUF","PIT",0,0,0,0,0,0,150,1,-17,8,-16,4,1,101,-37,0,"PIT","BUF",-1,-22,"False","outdoors","a_turf",33,9,10,-3,"BUF",-7,"2021-09-12",FALSE,7
"249","KAN",1,-13,67,3,-2,-1,-14,42,79,6,-34,1,-16,-12,1,67,3,18,0,-1,7,-8,-15,7,"KAN","CLE",0,0,0,1,0,0,-47,-1,4,-8,2,-36,-1,-40,-3,-5,"CLE","KAN",-2,24,"False","outdoors","grass ",25,-35,-1,-2,"KAN",0,"2021-09-12",FALSE,26
"250","ATL",14,13,136,2,3,-2,-21,6,48,-6,-69,1,-18,15,14,136,2,55,0,0,-6,5,11,-6,"ATL","TAM",1,0,0,1,0,0,7,-3,13,2,-63,-6,-1,0,120,0,"ATL","TAM",-7,42,"False","outdoors","grass ",13,27,0,-9,"TAM",2,"2021-09-19",TRUE,3
"251","IND",-3,-2,21,-1,2,0,-1,28,1,-4,-4,0,10,0,-3,21,-1,9,-1,2,-6,-6,0,-6,"IND","LAR",2,0,0,0,0,1,78,2,1,-1,18,-22,-5,99,-26,0,"LAR","IND",-1,8,"False","retractable roof (closed)","fieldturf ",0,0,0,0,"LAR",-1,"2021-09-19",FALSE,9
"252","JAX",-14,-18,-214,-2,-1,0,-9,-16,-33,0,-1,0,2,-17,-14,-214,-2,-70,0,2,-2,-18,-16,-2,"JAX","DEN",0,0,0,-1,0,0,-7,0,4,3,5,-6,1,-15,-102,-5,"DEN","JAX",2,-24,"False","outdoors","grass ",8,42,7,-3,"DEN",0,"2021-09-19",TRUE,6
"253","GNB",2,-8,54,4,-2,1,13,-13,7,16,53,1,8,-6,2,54,4,-44,-1,3,13,9,-4,13,"GNB","DET",0,0,0,0,0,1,-73,-7,1,-3,38,15,1,-69,40,0,"DET","GNB",14,-3,"False","outdoors","grass ",-13,27,3,-8,"GNB",-1,"2021-09-20",FALSE,53
"254","NYG",0,-5,-18,0,0,2,8,-9,12,8,103,0,75,-4,0,-18,0,-11,-1,-3,11,5,-6,11,"NYG","WAS",0,0,0,0,0,-1,53,-4,10,10,81,22,3,53,-28,0,"NYG","WAS",2,17,"False","outdoors","grass ",-11,38,-19,0,"WAS",-1,"2021-09-16",FALSE,13
"255","TEN",5,4,129,-1,-1,-3,-29,6,-72,18,123,2,37,3,5,129,-1,40,-1,1,17,19,2,17,"TEN","SEA",0,0,0,1,1,1,128,-1,-3,-1,55,68,1,131,30,5,"TEN","SEA",-5,17,"True","outdoors","fieldturf ",-20,15,6,-3,"SEA",1,"2021-09-19",FALSE,28
"256","CHI",-14,-16,-100,1,0,0,5,10,-15,8,-11,-2,-16,-17,-14,-100,1,-32,-1,4,4,-8,-12,4,"CHI","CIN",0,0,0,0,-1,0,6,0,-6,-2,33,-44,1,7,-68,-1,"CIN","CHI",3,-14,"False","outdoors","grass ",8,7,0,7,"CHI",-2,"2021-09-19",FALSE,23
"257","NOR",2,-1,17,2,-2,-1,-13,-10,84,21,94,0,7,-1,2,17,2,-31,0,0,21,19,-2,21,"NOR","NWE",0,0,0,0,0,0,49,-3,-5,-6,63,31,2,44,-1,-2,"NOR","NWE",21,-13,"False","outdoors","fieldturf ",-10,-10,7,0,"NWE",-2,"2021-09-26",FALSE,34
"258","HOU",1,-1,-59,-1,-1,3,10,-37,-107,-11,-40,-1,-17,-3,1,-59,-1,-107,-1,-1,-10,-9,1,-10,"HOU","CAR",0,0,0,0,0,1,-82,-1,9,3,-6,-34,-3,-60,-92,-1,"CAR","HOU",3,-22,"False","retractable roof (closed)","astroturf",-3,-21,-12,4,"CAR",-5,"2021-09-23",TRUE,-5
"259","JAX",8,1,101,0,0,2,13,0,31,13,84,1,20,-1,8,101,0,-12,2,0,13,16,3,13,"JAX","ARI",0,0,0,0,0,0,-119,-5,-1,-2,9,75,0,-116,45,1,"ARI","JAX",8,6,"False","outdoors","grass ",1,-38,-3,-1,"ARI",6,"2021-09-26",TRUE,-2
"260","MIA",7,5,33,0,-1,-4,-12,-4,-25,7,62,2,14,5,7,33,0,-10,-2,3,4,8,4,4,"MIA","LVR",2,0,0,0,0,0,185,4,-6,2,60,2,0,161,-11,-4,"MIA","LVR",-7,31,"True","dome","grass",-17,-14,-7,-1,"LVR",-3,"2021-09-26",FALSE,32
"261","NYJ",0,2,-50,0,-2,1,15,-12,5,-18,-109,0,-35,0,0,-50,0,-10,0,-2,-16,-15,1,-16,"NYJ","DEN",0,0,0,0,0,0,-31,-3,4,3,-85,-24,3,-31,-33,4,"NYJ","DEN",-25,20,"False","outdoors","grass ",10,-36,-7,-4,"DEN",-2,"2021-09-26",TRUE,-7
"262","ATL",-8,-12,-57,0,-3,2,9,4,-8,0,14,-1,-3,-12,-8,-57,0,-20,1,-1,1,-10,-11,1,"ATL","NYG",-1,0,0,-1,0,0,-38,-1,-6,-2,6,8,1,-37,-14,-1,"ATL","NYG",-8,-34,"False","outdoors","fieldturf ",-16,-27,13,9,"NYG",-4,"2021-09-26",FALSE,26
"263","DET",-4,-5,-29,-2,-1,1,15,-22,35,8,-15,2,-14,-7,-4,-29,-2,-29,-1,-1,9,4,-5,9,"DET","BAL",0,0,0,0,0,0,-102,-3,-4,0,-27,12,1,-111,9,1,"BAL","DET",2,-18,"False","dome","fieldturf ",-1,-39,-12,4,"BAL",2,"2021-09-26",FALSE,16
"264","HOU",-8,-7,-81,-1,4,-1,9,-14,-72,1,6,0,7,-5,-8,-81,-1,-15,1,1,0,-7,-7,0,"HOU","BUF",0,0,0,0,0,-1,-10,-2,-13,1,4,2,1,-15,-8,-1,"HOU","BUF",-24,31,"False","outdoors","a_turf",-5,48,12,-8,"BUF",4,"2021-10-03",TRUE,-25
"265","WAS",9,9,78,1,-2,0,0,-40,47,3,44,0,13,9,9,78,1,17,-1,-1,4,12,8,4,"WAS","ATL",0,1,0,0,0,1,130,1,4,-6,44,0,-1,130,-4,-2,"WAS","ATL",13,-13,"False","retractable roof (open)","fieldturf",5,5,-21,5,"WAS",3,"2021-10-03",FALSE,26
"266","CHI",5,-3,141,0,1,-8,-43,46,41,26,142,3,50,-3,5,141,0,57,0,0,26,15,-11,26,"CHI","DET",0,0,0,0,1,1,127,-2,3,3,77,65,5,127,11,0,"DET","CHI",8,-2,"False","outdoors","grass ",2,41,-18,4,"CHI",-3,"2021-10-03",FALSE,30
"267","NYJ",2,-1,137,2,-1,-4,-33,31,55,12,23,1,11,1,2,137,2,41,0,2,10,7,-3,10,"NYJ","TEN",0,0,0,0,0,1,54,5,2,-5,-10,33,-4,54,46,-2,"TEN","NYJ",24,1,"True","outdoors","fieldturf ",-4,37,3,4,"TEN",3,"2021-10-03",FALSE,29
"268","JAX",-5,-10,-15,-1,-2,-2,-15,27,28,1,-20,2,6,-10,-5,-15,-1,51,-2,1,0,-11,-11,0,"JAX","CIN",0,0,0,0,0,0,-70,-6,-5,0,39,-59,3,-91,-11,-1,"JAX","CIN",-10,5,"False","outdoors","fieldturf ",-16,35,-4,0,"CIN",-5,"2021-09-30",FALSE,9
"269","SEA",-7,-9,-149,1,0,1,5,-11,5,10,-1,1,-8,-6,-7,-149,1,-60,0,-1,11,2,-9,11,"SEA","SFO",0,0,0,0,0,-1,-157,-1,4,-1,-4,3,-1,-110,-99,1,"SEA","SFO",11,-9,"False","outdoors","grass",8,-12,0,0,"SFO",-3,"2021-10-03",FALSE,20
"270","NWE",3,-9,50,1,-2,2,6,20,165,-9,-50,0,-23,-9,3,50,1,33,1,-3,-6,-16,-10,-6,"NWE","TAM",0,0,0,0,0,0,-416,-11,6,1,-43,-7,0,-416,84,-1,"TAM","NWE",-9,4,"False","outdoors","fieldturf ",-11,29,-7,-4,"TAM",7,"2021-10-03",FALSE,13
