"","team","pass_cmp","pass_att","pass_yds","pass_td","pass_int","pass_sacked","pass_sacked_yds","pass_long","pass_rating","rush_att","rush_yds","rush_td","rush_long","targets","rec","rec_yds","rec_td","rec_long","fumbles_lost","rush_scrambles","designed_rush_att","comb_pass_rush_play","comb_pass_play","comb_rush_play","Team_abbrev","Opponent_abbrev","two_point_conv","total_ret_td","offensive_fumble_recovery_td","pass_yds_bonus","rush_yds_bonus","rec_yds_bonus","pass_target_yds","pass_poor_throws","pass_blitzed","pass_hurried","rush_yds_before_contact","rush_yac","rush_broken_tackles","rec_air_yds","rec_yac","rec_drops","vis_team","home_team","vis_score","home_score","OT","Roof","Surface","Temperature","Humidity","Wind_Speed","Vegas_Line","Vegas_Favorite","Over_Under","game_date","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","is_blownout","score_diff"
"63","CLE",19,35,325,1,1,3,20,89,83,21,70,1,25,32,19,325,1,187,0,0,21,59,38,21,"CLE","NYJ",0,0,0,1,0,1,344,5,12,7,42,28,5,324,167,2,"CLE","NYJ",23,3,"False","outdoors","fieldturf ",72,69,3,-6,"CLE",45,"2019-09-16",FALSE,20,FALSE,20,FALSE,20,FALSE,20,FALSE,20,FALSE,20
"64","NYJ",23,31,201,0,0,4,32,39,155,24,93,0,23,30,23,201,0,96,1,0,24,59,35,24,"NYJ","CLE",0,0,0,0,0,0,165,5,11,4,62,31,2,152,131,1,"CLE","NYJ",23,3,"False","outdoors","fieldturf ",72,69,3,-6,"CLE",45,"2019-09-16",TRUE,-20,TRUE,-20,TRUE,-20,TRUE,-20,TRUE,-20,TRUE,-20
"65","JAX",20,30,204,2,0,0,0,37,108,20,88,0,83,30,20,204,2,108,0,3,17,50,33,17,"JAX","TEN",0,0,0,0,0,0,213,5,7,3,10,78,2,213,75,2,"TEN","JAX",7,20,"False","outdoors","grass",73,87,9,-1,"TEN",38,"2019-09-19",FALSE,13,FALSE,13,FALSE,13,FALSE,13,FALSE,13,FALSE,13
"66","TEN",23,40,304,0,0,9,55,47,81,26,91,1,28,38,23,304,0,158,0,4,22,75,53,22,"TEN","JAX",0,0,0,1,0,0,431,8,19,8,26,65,2,422,61,2,"TEN","JAX",7,20,"False","outdoors","grass",73,87,9,-1,"TEN",38,"2019-09-19",TRUE,-13,TRUE,-13,TRUE,-13,TRUE,-13,TRUE,-13,TRUE,-13
"67","CIN",20,36,250,1,2,2,10,33,63,19,66,1,19,34,20,250,1,142,2,0,19,57,38,19,"CIN","BUF",0,0,0,0,0,0,285,11,12,4,25,41,1,285,113,1,"CIN","BUF",17,21,"False","outdoors","astroturf",83,53,13,-5,"BUF",43,"2019-09-22",FALSE,-4,FALSE,-4,FALSE,-4,FALSE,-4,FALSE,-4,FALSE,-4
"68","BUF",23,36,243,1,1,1,2,49,81,36,175,1,64,33,23,243,1,146,1,4,32,73,41,32,"BUF","CIN",2,0,0,0,0,0,302,6,16,4,73,102,2,292,122,2,"CIN","BUF",17,21,"False","outdoors","astroturf",83,53,13,-5,"BUF",43,"2019-09-22",FALSE,4,FALSE,4,FALSE,4,FALSE,4,FALSE,4,FALSE,4
"69","LAR",24,38,268,2,2,2,14,23,79,24,90,0,46,38,24,268,2,74,1,1,23,64,41,23,"LAR","CLE",0,0,0,0,0,2,390,7,8,3,44,46,2,391,70,2,"LAR","CLE",20,13,"False","outdoors","grass",83,33,12,-4,"LAR",48,"2019-09-22",FALSE,7,FALSE,7,FALSE,7,FALSE,7,FALSE,7,FALSE,7
"70","CLE",18,36,195,1,1,3,20,30,64,24,95,0,12,34,18,195,1,108,0,0,24,63,39,24,"CLE","LAR",0,0,0,0,0,0,253,8,7,10,51,44,0,243,83,0,"LAR","CLE",20,13,"False","outdoors","grass",83,33,12,-4,"LAR",48,"2019-09-22",FALSE,-7,FALSE,-7,FALSE,-7,FALSE,-7,FALSE,-7,FALSE,-7
"71","IND",28,37,310,2,0,1,10,35,118,24,79,1,34,36,28,310,2,168,0,1,23,62,39,23,"IND","ATL",0,0,0,1,0,0,206,4,13,5,29,50,1,203,167,1,"ATL","IND",24,27,"False","retractable roof (closed)","fieldturf",72,45,0,-1,"IND",48,"2019-09-22",FALSE,3,FALSE,3,FALSE,3,FALSE,3,FALSE,3,FALSE,3
"72","ATL",29,34,304,3,1,0,0,34,121,20,93,0,34,33,29,304,3,98,0,0,20,54,34,20,"ATL","IND",0,0,0,1,0,1,292,2,5,1,54,39,4,287,92,1,"ATL","IND",24,27,"False","retractable roof (closed)","fieldturf",72,45,0,-1,"IND",48,"2019-09-22",FALSE,-3,FALSE,-3,FALSE,-3,FALSE,-3,FALSE,-3,FALSE,-3
"73","CAR",19,26,261,4,0,2,21,52,144,31,173,1,97,25,19,261,4,146,1,1,30,59,29,30,"CAR","ARI",0,0,0,0,1,0,215,3,11,3,87,86,0,214,109,1,"CAR","ARI",38,20,"False","retractable roof (closed)","grass",72,45,0,-2,"ARI",46,"2019-09-22",FALSE,18,FALSE,18,FALSE,18,FALSE,18,FALSE,18,FALSE,18
"74","ARI",30,43,173,2,2,8,46,23,73,22,121,0,43,42,30,173,2,94,0,3,19,73,54,19,"ARI","CAR",0,0,0,0,0,0,242,7,12,6,90,31,1,226,113,3,"CAR","ARI",38,20,"False","retractable roof (closed)","grass",72,45,0,-2,"ARI",46,"2019-09-22",TRUE,-18,TRUE,-18,TRUE,-18,TRUE,-18,TRUE,-18,TRUE,-18
"75","MIA",20,41,229,0,0,3,18,65,180,24,72,0,24,41,20,229,0,134,1,3,21,68,47,21,"MIA","DAL",0,0,0,0,0,0,389,9,10,7,39,33,0,388,90,2,"MIA","DAL",6,31,"False","retractable roof (closed)","fieldturf",72,45,0,-22,"DAL",46,"2019-09-22",TRUE,-25,TRUE,-25,TRUE,-25,TRUE,-25,TRUE,-25,TRUE,-25
"76","DAL",19,32,246,2,1,1,5,37,91,34,235,2,54,30,19,246,2,150,0,1,33,67,34,33,"DAL","MIA",0,0,0,0,2,0,413,6,6,2,147,88,0,366,105,2,"MIA","DAL",6,31,"False","retractable roof (closed)","fieldturf",72,45,0,-22,"DAL",46,"2019-09-22",FALSE,25,FALSE,25,FALSE,25,FALSE,25,FALSE,25,FALSE,25
"77","DEN",20,29,213,0,1,6,52,52,75,38,149,2,25,28,20,213,0,130,2,1,37,73,36,37,"DEN","GNB",0,0,0,0,0,0,132,5,6,1,94,55,4,132,129,1,"DEN","GNB",16,27,"False","outdoors","grass",69,93,7,-7,"GNB",42,"2019-09-22",TRUE,-11,TRUE,-11,TRUE,-11,TRUE,-11,TRUE,-11,TRUE,-11
"78","GNB",17,29,235,1,0,0,0,40,96,23,77,2,18,27,17,235,1,132,0,0,23,52,29,23,"GNB","DEN",0,0,0,0,0,0,258,6,10,6,40,37,1,248,77,2,"DEN","GNB",16,27,"False","outdoors","grass",69,93,7,-7,"GNB",42,"2019-09-22",FALSE,11,FALSE,11,FALSE,11,FALSE,11,FALSE,11,FALSE,11
"79","BAL",22,43,267,0,0,3,18,31,70,32,203,4,46,43,22,267,0,141,0,4,28,78,50,28,"BAL","KAN",0,0,0,0,1,0,483,16,11,3,83,120,0,483,130,0,"BAL","KAN",28,33,"False","outdoors","grass",72,45,0,-4,"KAN",52,"2019-09-22",FALSE,-5,FALSE,-5,FALSE,-5,FALSE,-5,FALSE,-5,FALSE,-5
"80","KAN",27,37,374,3,0,1,11,83,132,25,140,1,92,35,27,374,3,196,0,1,24,63,39,24,"KAN","BAL",0,0,0,1,0,0,326,6,17,0,76,64,0,295,190,1,"BAL","KAN",28,33,"False","outdoors","grass",72,45,0,-4,"KAN",52,"2019-09-22",FALSE,5,FALSE,5,FALSE,5,FALSE,5,FALSE,5,FALSE,5
"81","MIN",15,21,174,1,0,0,0,35,112,38,211,3,81,20,15,174,1,95,0,2,36,59,23,36,"MIN","LVR",0,0,0,0,1,0,100,1,9,1,154,57,3,96,103,2,"LVR","MIN",14,34,"False","dome","sportturf",72,45,0,-8,"MIN",43,"2019-09-22",FALSE,20,FALSE,20,FALSE,20,FALSE,20,FALSE,20,FALSE,20
"82","LVR",27,34,242,2,1,4,28,30,103,20,88,0,44,33,27,242,2,96,0,0,20,58,38,20,"LVR","MIN",0,0,0,0,0,1,211,4,5,2,44,44,3,197,105,2,"LVR","MIN",14,34,"False","dome","sportturf",72,45,0,-8,"MIN",43,"2019-09-22",TRUE,-20,TRUE,-20,TRUE,-20,TRUE,-20,TRUE,-20,TRUE,-20
"83","NYJ",12,22,98,0,1,5,29,23,47,20,36,0,11,22,12,98,0,66,0,0,20,47,27,20,"NYJ","NWE",0,0,0,0,0,0,145,6,7,5,6,30,0,145,62,0,"NYJ","NWE",14,30,"False","outdoors","grass",81,49,10,-20,"NWE",43,"2019-09-22",TRUE,-16,TRUE,-16,TRUE,-16,TRUE,-16,TRUE,-16,TRUE,-16
"84","NWE",30,45,320,2,1,1,7,52,141,27,68,2,24,43,30,320,2,147,0,0,27,73,46,27,"NWE","NYJ",0,0,0,1,0,0,305,9,17,3,39,29,2,310,146,2,"NYJ","NWE",14,30,"False","outdoors","grass",81,49,10,-20,"NWE",43,"2019-09-22",FALSE,16,FALSE,16,FALSE,16,FALSE,16,FALSE,16,FALSE,16
"85","DET",18,32,201,1,0,0,0,27,85,28,86,1,61,32,18,201,1,105,0,1,27,60,33,27,"DET","PHI",0,0,0,0,0,1,294,6,10,4,32,54,6,294,50,2,"DET","PHI",27,24,"False","outdoors","grass",84,53,7,-4,"PHI",45,"2019-09-22",FALSE,3,FALSE,3,FALSE,3,FALSE,3,FALSE,3,FALSE,3
"86","PHI",19,36,259,2,0,3,13,40,94,30,127,1,47,36,19,259,2,113,2,3,27,69,42,27,"PHI","DET",0,0,0,0,0,0,405,5,5,5,38,89,6,405,77,4,"DET","PHI",27,24,"False","outdoors","grass",84,53,7,-4,"PHI",45,"2019-09-22",FALSE,-3,FALSE,-3,FALSE,-3,FALSE,-3,FALSE,-3,FALSE,-3
"87","HOU",25,34,351,3,0,2,14,53,135,19,39,1,26,34,25,351,3,186,1,4,15,55,40,15,"HOU","LAC",0,0,0,1,0,0,265,3,7,5,20,19,5,264,165,2,"HOU","LAC",27,20,"False","outdoors","grass",87,37,4,-3,"LAC",49,"2019-09-22",FALSE,7,FALSE,7,FALSE,7,FALSE,7,FALSE,7,FALSE,7
"88","LAC",31,46,318,2,0,5,25,34,101,18,73,0,31,46,31,318,2,124,1,2,16,69,53,16,"LAC","HOU",0,0,0,1,0,1,471,10,20,2,61,12,4,471,161,1,"HOU","LAC",27,20,"False","outdoors","grass",87,37,4,-3,"LAC",49,"2019-09-22",FALSE,-7,FALSE,-7,FALSE,-7,FALSE,-7,FALSE,-7,FALSE,-7
"89","NOR",19,27,177,2,0,0,0,29,112,23,88,1,34,27,19,177,2,73,0,2,21,50,29,21,"NOR","SEA",0,0,0,0,0,0,95,5,4,3,25,63,5,95,135,1,"NOR","SEA",33,27,"False","outdoors","fieldturf",63,85,8,-5,"SEA",44,"2019-09-22",FALSE,6,FALSE,6,FALSE,6,FALSE,6,FALSE,6,FALSE,6
"90","SEA",32,50,406,2,0,0,0,54,102,26,108,2,42,46,32,406,2,203,1,4,22,76,54,22,"SEA","NOR",0,0,0,1,0,1,552,12,7,11,70,38,1,525,112,0,"NOR","SEA",33,27,"False","outdoors","fieldturf",63,85,8,-5,"SEA",44,"2019-09-22",FALSE,-6,FALSE,-6,FALSE,-6,FALSE,-6,FALSE,-6,FALSE,-6
"91","SFO",23,32,277,1,2,1,9,27,82,40,168,2,36,31,23,277,1,149,3,0,40,73,33,40,"SFO","PIT",0,0,0,0,0,0,266,2,23,2,95,73,1,259,91,4,"PIT","SFO",20,24,"False","outdoors","grass",79,36,3,-6,"SFO",44,"2019-09-22",FALSE,4,FALSE,4,FALSE,4,FALSE,4,FALSE,4,FALSE,4
"92","PIT",14,27,174,2,1,2,14,76,81,22,79,0,36,26,14,174,2,141,1,4,18,51,33,18,"PIT","SFO",0,0,0,0,0,0,156,8,7,6,29,50,2,155,140,2,"PIT","SFO",20,24,"False","outdoors","grass",79,36,3,-6,"SFO",44,"2019-09-22",FALSE,-4,FALSE,-4,FALSE,-4,FALSE,-4,FALSE,-4,FALSE,-4
"93","NYG",23,36,336,2,0,5,24,75,112,19,72,2,42,36,23,336,2,190,2,3,16,60,44,16,"NYG","TAM",2,0,0,1,0,2,353,8,14,13,54,18,0,352,149,2,"NYG","TAM",32,31,"False","outdoors","grass",88,46,11,-5,"TAM",48,"2019-09-22",FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"94","TAM",23,37,380,3,1,4,25,55,112,32,144,0,48,36,23,380,3,172,0,2,30,73,43,30,"TAM","NYG",0,0,0,1,0,1,482,10,17,8,96,48,2,482,85,0,"NYG","TAM",32,31,"False","outdoors","grass",88,46,11,-5,"TAM",48,"2019-09-22",FALSE,-1,FALSE,-1,FALSE,-1,FALSE,-1,FALSE,-1,FALSE,-1
"95","CHI",25,31,231,3,1,3,23,36,116,24,90,0,44,31,25,231,3,127,0,0,24,58,34,24,"CHI","WAS",0,0,0,0,0,0,162,3,13,3,62,28,4,162,120,3,"CHI","WAS",31,15,"False","outdoors","grass",87,39,5,-5,"CHI",41,"2019-09-23",FALSE,16,FALSE,16,FALSE,16,FALSE,16,FALSE,16,FALSE,16
"96","WAS",30,43,332,2,3,4,45,33,78,21,69,0,23,42,30,332,2,115,2,1,20,68,48,20,"WAS","CHI",0,0,0,1,0,0,251,8,15,7,65,4,0,252,183,2,"CHI","WAS",31,15,"False","outdoors","grass",87,39,5,-5,"CHI",41,"2019-09-23",TRUE,-16,TRUE,-16,TRUE,-16,TRUE,-16,TRUE,-16,TRUE,-16
"97","PHI",16,27,160,3,0,0,0,20,113,33,176,2,59,27,16,160,3,76,0,2,31,60,29,31,"PHI","GNB",0,0,0,0,0,0,184,9,16,3,96,80,2,184,82,0,"PHI","GNB",34,27,"False","outdoors","grass",60,62,3,-3,"GNB",46,"2019-09-26",FALSE,7,FALSE,7,FALSE,7,FALSE,7,FALSE,7,FALSE,7
"98","GNB",34,53,422,2,1,1,8,58,93,20,77,1,31,49,34,422,2,173,1,5,15,74,59,15,"GNB","PHI",0,0,0,1,0,1,374,8,8,7,35,42,2,360,211,0,"PHI","GNB",34,27,"False","outdoors","grass",60,62,3,-3,"GNB",46,"2019-09-26",FALSE,-7,FALSE,-7,FALSE,-7,FALSE,-7,FALSE,-7,FALSE,-7
"99","ATL",35,53,397,0,0,5,33,28,88,17,58,1,31,50,35,397,0,130,1,2,15,75,60,15,"ATL","TEN",0,0,0,1,0,1,468,7,11,8,35,23,1,419,174,3,"TEN","ATL",24,10,"False","retractable roof (closed)","fieldturf",72,45,0,-3,"ATL",46,"2019-09-29",TRUE,-14,TRUE,-14,TRUE,-14,TRUE,-14,TRUE,-14,TRUE,-14
"100","TEN",18,27,227,3,0,0,0,55,129,34,138,0,34,22,18,227,3,121,0,1,33,61,28,33,"TEN","ATL",0,0,0,0,1,0,131,4,8,7,59,79,3,129,125,1,"TEN","ATL",24,10,"False","retractable roof (closed)","fieldturf",72,45,0,-3,"ATL",46,"2019-09-29",FALSE,14,FALSE,14,FALSE,14,FALSE,14,FALSE,14,FALSE,14
"101","NWE",18,39,150,0,1,0,0,31,45,23,74,1,28,34,18,150,0,79,0,0,23,62,39,23,"NWE","BUF",0,0,0,0,0,0,298,8,10,5,45,29,1,287,81,2,"NWE","BUF",16,10,"False","outdoors","astroturf",58,71,10,-7,"NWE",41,"2019-09-29",FALSE,6,FALSE,6,FALSE,6,FALSE,6,FALSE,6,FALSE,6
"102","BUF",22,44,280,0,4,5,40,51,80,22,135,1,56,41,22,280,0,101,0,2,20,71,51,20,"BUF","NWE",0,0,0,0,1,0,513,12,22,5,59,76,2,459,107,1,"NWE","BUF",16,10,"False","outdoors","astroturf",58,71,10,-7,"NWE",41,"2019-09-29",FALSE,-6,FALSE,-6,FALSE,-6,FALSE,-6,FALSE,-6,FALSE,-6
"103","MIN",27,36,233,0,0,6,51,39,91,16,40,1,12,35,27,233,0,111,2,0,16,58,42,16,"MIN","CHI",0,0,0,0,0,1,203,5,7,6,15,25,2,190,110,2,"MIN","CHI",6,16,"False","outdoors","grass",67,89,8,-1,"MIN",38,"2019-09-29",TRUE,-10,TRUE,-10,TRUE,-10,TRUE,-10,TRUE,-10,TRUE,-10
"104","CHI",24,33,204,1,0,1,7,43,171,33,72,0,20,33,24,204,1,117,0,0,33,67,34,33,"CHI","MIN",0,0,0,0,0,0,205,4,7,3,30,42,2,205,45,2,"MIN","CHI",6,16,"False","outdoors","grass",67,89,8,-1,"MIN",38,"2019-09-29",FALSE,10,FALSE,10,FALSE,10,FALSE,10,FALSE,10,FALSE,10
"105","LVR",21,31,189,2,0,1,0,20,105,32,188,1,97,28,21,189,2,106,1,0,32,64,32,32,"LVR","IND",0,0,0,0,0,0,176,2,10,1,121,67,1,172,102,3,"LVR","IND",31,24,"False","retractable roof (closed)","fieldturf",72,45,0,-5,"IND",46,"2019-09-29",FALSE,7,FALSE,7,FALSE,7,FALSE,7,FALSE,7,FALSE,7
"106","IND",24,46,265,3,1,0,0,48,82,23,81,0,37,46,24,265,3,151,1,4,19,69,50,19,"IND","LVR",0,0,0,0,0,0,484,8,7,0,50,31,0,483,121,5,"LVR","IND",31,24,"False","retractable roof (closed)","fieldturf",72,45,0,-5,"IND",46,"2019-09-29",FALSE,-7,FALSE,-7,FALSE,-7,FALSE,-7,FALSE,-7,FALSE,-7
"107","SEA",22,28,240,1,0,4,15,32,114,27,115,1,26,27,22,240,1,126,0,2,25,59,34,25,"SEA","ARI",0,0,0,0,1,0,213,3,14,3,22,93,7,197,93,0,"SEA","ARI",27,10,"False","retractable roof (closed)","grass",72,45,0,-5,"SEA",49,"2019-09-29",FALSE,17,FALSE,17,FALSE,17,FALSE,17,FALSE,17,FALSE,17
"108","ARI",22,32,241,0,1,4,35,31,77,23,115,1,50,30,22,241,0,114,0,2,21,59,38,21,"ARI","SEA",0,0,0,0,0,0,168,4,6,3,69,46,2,145,160,2,"SEA","ARI",27,10,"False","retractable roof (closed)","grass",72,45,0,-5,"SEA",49,"2019-09-29",TRUE,-17,TRUE,-17,TRUE,-17,TRUE,-17,TRUE,-17,TRUE,-17
"109","JAX",19,33,213,2,0,5,27,32,97,38,269,0,99,32,19,213,2,150,0,0,38,76,38,38,"JAX","DEN",0,0,0,0,1,0,346,7,12,9,109,160,6,334,99,3,"JAX","DEN",26,24,"False","outdoors","grass",87,11,14,-2,"DEN",37,"2019-09-29",FALSE,2,FALSE,2,FALSE,2,FALSE,2,FALSE,2,FALSE,2
"110","DEN",22,38,303,3,1,0,0,39,98,16,68,0,32,35,22,303,3,149,0,0,16,54,38,16,"DEN","JAX",0,0,0,1,0,1,299,7,16,5,35,33,1,272,168,3,"JAX","DEN",26,24,"False","outdoors","grass",87,11,14,-2,"DEN",37,"2019-09-29",FALSE,-2,FALSE,-2,FALSE,-2,FALSE,-2,FALSE,-2,FALSE,-2
"111","KAN",24,42,315,0,0,0,0,33,81,25,123,3,72,39,24,315,0,160,3,5,20,67,47,20,"KAN","DET",0,0,0,1,0,0,502,10,6,4,93,30,0,473,161,0,"KAN","DET",34,30,"False","dome","fieldturf",72,45,0,-7,"KAN",54,"2019-09-29",FALSE,4,FALSE,4,FALSE,4,FALSE,4,FALSE,4,FALSE,4
"112","DET",21,34,291,3,0,4,30,34,118,35,186,0,57,32,21,291,3,163,2,2,33,73,40,33,"DET","KAN",0,0,0,0,1,0,407,7,11,2,106,80,2,320,118,1,"KAN","DET",34,30,"False","dome","fieldturf",72,45,0,-7,"KAN",54,"2019-09-29",FALSE,-4,FALSE,-4,FALSE,-4,FALSE,-4,FALSE,-4,FALSE,-4
"113","CAR",24,34,232,0,0,3,29,27,89,28,94,1,14,33,24,232,0,85,3,0,28,65,37,28,"CAR","HOU",0,0,0,0,0,0,278,4,14,2,38,56,1,266,142,0,"CAR","HOU",16,10,"False","retractable roof (closed)","grass",72,45,0,-5,"HOU",47,"2019-09-29",FALSE,6,FALSE,6,FALSE,6,FALSE,6,FALSE,6,FALSE,6
"114","HOU",21,34,160,0,1,6,32,14,75,22,136,1,85,32,21,160,0,91,1,2,20,62,42,20,"HOU","CAR",0,0,0,0,0,0,314,7,10,3,72,64,1,267,95,0,"CAR","HOU",16,10,"False","retractable roof (closed)","grass",72,45,0,-5,"HOU",47,"2019-09-29",FALSE,-6,FALSE,-6,FALSE,-6,FALSE,-6,FALSE,-6,FALSE,-6
"115","MIA",17,24,180,1,1,5,19,34,88,18,72,0,25,24,17,180,1,107,0,0,18,47,29,18,"MIA","LAC",0,0,0,0,0,0,134,5,8,5,38,34,2,133,117,2,"LAC","MIA",30,10,"False","outdoors","grass",88,53,15,-15,"LAC",43,"2019-09-29",TRUE,-20,TRUE,-20,TRUE,-20,TRUE,-20,TRUE,-20,TRUE,-20
"116","LAC",25,31,317,2,0,1,6,32,227,33,79,1,19,30,25,317,2,167,0,0,33,65,32,33,"LAC","MIA",0,0,0,1,0,0,232,2,8,1,17,62,0,229,151,1,"LAC","MIA",30,10,"False","outdoors","grass",88,53,15,-15,"LAC",43,"2019-09-29",FALSE,20,FALSE,20,FALSE,20,FALSE,20,FALSE,20,FALSE,20
"117","DAL",22,33,223,0,1,1,11,35,73,20,45,1,16,30,22,223,0,111,2,1,19,54,35,19,"DAL","NOR",0,0,0,0,0,0,316,4,5,5,21,24,0,268,51,1,"DAL","NOR",10,12,"False","dome","astroturf",72,45,0,-2,"DAL",47,"2019-09-29",FALSE,-2,FALSE,-2,FALSE,-2,FALSE,-2,FALSE,-2,FALSE,-2
"118","NOR",23,30,193,0,1,5,44,20,78,27,117,0,51,30,23,193,0,74,0,2,25,62,37,25,"NOR","DAL",0,0,0,0,0,0,195,3,3,4,69,48,11,195,82,3,"DAL","NOR",10,12,"False","dome","astroturf",72,45,0,-2,"DAL",47,"2019-09-29",FALSE,2,FALSE,2,FALSE,2,FALSE,2,FALSE,2,FALSE,2
"119","NYG",23,31,225,1,2,0,0,31,78,37,164,1,73,31,23,225,1,108,2,3,34,68,34,34,"NYG","WAS",0,0,0,0,0,0,167,5,10,8,124,40,0,167,161,1,"WAS","NYG",3,24,"False","outdoors","fieldturf ",77,42,11,-3,"NYG",48,"2019-09-29",FALSE,21,FALSE,21,FALSE,21,FALSE,21,FALSE,21,FALSE,21
"120","WAS",15,28,144,0,4,3,23,53,56,17,55,0,26,26,15,144,0,110,0,2,15,48,33,15,"WAS","NYG",0,0,0,0,0,0,256,4,5,3,27,28,1,232,88,1,"WAS","NYG",3,24,"False","outdoors","fieldturf ",77,42,11,-3,"NYG",48,"2019-09-29",TRUE,-21,TRUE,-21,TRUE,-21,TRUE,-21,TRUE,-21,TRUE,-21
"121","LAR",45,68,517,2,3,2,27,37,80,11,28,2,17,68,45,517,2,151,1,0,11,81,70,11,"LAR","TAM",0,0,0,1,0,2,472,12,36,10,5,23,1,473,231,2,"TAM","LAR",55,40,"False","outdoors","grass",74,41,2,-9,"LAR",48,"2019-09-29",TRUE,-15,TRUE,-15,TRUE,-15,TRUE,-15,TRUE,-15,TRUE,-15
"122","TAM",28,41,385,4,1,2,9,67,120,30,88,2,30,40,28,385,4,170,0,0,30,73,43,30,"TAM","LAR",0,0,0,1,0,1,393,7,17,4,19,69,4,387,169,0,"TAM","LAR",55,40,"False","outdoors","grass",74,41,2,-9,"LAR",48,"2019-09-29",FALSE,15,FALSE,15,FALSE,15,FALSE,15,FALSE,15,FALSE,15
"123","CLE",20,31,342,1,1,1,5,65,142,29,193,4,100,31,20,342,1,198,0,1,28,61,33,28,"CLE","BAL",0,0,0,1,1,1,225,4,13,1,153,40,2,224,249,1,"CLE","BAL",40,25,"False","outdoors","grass",83,57,8,-7,"BAL",47,"2019-09-29",FALSE,15,FALSE,15,FALSE,15,FALSE,15,FALSE,15,FALSE,15
"124","BAL",24,34,247,3,2,4,25,50,96,29,173,0,66,33,24,247,3,155,1,1,28,67,39,28,"BAL","CLE",1,0,0,0,0,0,268,5,13,4,90,83,2,268,110,2,"CLE","BAL",40,25,"False","outdoors","grass",83,57,8,-7,"BAL",47,"2019-09-29",TRUE,-15,TRUE,-15,TRUE,-15,TRUE,-15,TRUE,-15,TRUE,-15
"125","PIT",27,31,260,2,0,0,0,64,234,25,66,1,34,30,27,260,2,104,1,0,25,56,31,25,"PIT","CIN",0,0,0,0,0,0,80,2,12,2,25,41,2,76,209,0,"CIN","PIT",3,27,"False","outdoors","grass",76,72,1,-3,"PIT",45,"2019-09-30",FALSE,24,FALSE,24,FALSE,24,FALSE,24,FALSE,24,FALSE,24
"126","CIN",21,37,171,0,1,8,69,23,57,19,73,0,22,36,21,171,0,88,1,1,18,64,46,18,"CIN","PIT",0,0,0,0,0,0,205,8,13,3,34,39,0,207,80,2,"CIN","PIT",3,27,"False","outdoors","grass",76,72,1,-3,"PIT",45,"2019-09-30",TRUE,-24,TRUE,-24,TRUE,-24,TRUE,-24,TRUE,-24,TRUE,-24
"127","LAR",29,49,395,1,1,0,0,32,83,18,82,2,43,49,29,395,1,139,1,1,17,67,50,17,"LAR","SEA",0,0,0,1,0,2,411,11,23,2,65,17,1,411,197,2,"LAR","SEA",29,30,"False","outdoors","fieldturf",57,56,7,-1,"SEA",49,"2019-10-03",FALSE,-1,FALSE,-1,FALSE,-1,FALSE,-1,FALSE,-1,FALSE,-1
"128","SEA",17,23,268,4,0,1,6,40,151,43,167,0,33,22,17,268,4,171,1,5,38,67,29,38,"SEA","LAR",0,0,0,0,1,0,253,4,6,8,77,90,3,243,78,0,"LAR","SEA",29,30,"False","outdoors","fieldturf",57,56,7,-1,"SEA",49,"2019-10-03",FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"129","JAX",26,44,374,2,0,2,16,37,101,31,149,1,58,40,26,374,2,158,3,5,26,77,51,26,"JAX","CAR",0,0,0,1,1,1,404,6,5,4,77,72,0,373,181,0,"JAX","CAR",27,34,"False","outdoors","grass",72,59,4,-3,"CAR",41,"2019-10-06",FALSE,-7,FALSE,-7,FALSE,-7,FALSE,-7,FALSE,-7,FALSE,-7
"130","CAR",17,31,181,1,0,3,21,52,125,27,285,3,163,28,17,181,1,87,0,1,26,61,35,26,"CAR","JAX",0,0,0,0,1,0,176,5,15,2,233,52,1,194,112,2,"JAX","CAR",27,34,"False","outdoors","grass",72,59,4,-3,"CAR",41,"2019-10-06",FALSE,7,FALSE,7,FALSE,7,FALSE,7,FALSE,7,FALSE,7
"131","ARI",20,32,253,0,0,1,5,28,87,38,266,2,87,31,20,253,0,143,0,3,35,71,36,35,"ARI","CIN",0,0,0,0,0,0,247,6,14,0,181,85,1,247,74,1,"ARI","CIN",26,23,"False","outdoors","grass",76,68,6,-3,"CIN",45,"2019-10-06",FALSE,3,FALSE,3,FALSE,3,FALSE,3,FALSE,3,FALSE,3
"132","CIN",27,38,262,2,0,1,0,42,107,23,108,0,32,37,27,262,2,120,0,1,22,62,40,22,"CIN","ARI",0,0,0,0,0,1,174,5,21,3,50,58,2,154,142,2,"ARI","CIN",26,23,"False","outdoors","grass",76,68,6,-3,"CIN",45,"2019-10-06",FALSE,-3,FALSE,-3,FALSE,-3,FALSE,-3,FALSE,-3,FALSE,-3
"133","DAL",27,44,463,2,3,3,22,53,83,21,122,1,49,42,27,463,2,171,0,4,17,68,51,17,"DAL","GNB",0,0,0,1,0,2,470,7,4,2,59,63,3,453,171,4,"GNB","DAL",34,24,"False","retractable roof (closed)","fieldturf",72,45,0,-3,"DAL",46,"2019-10-06",TRUE,-10,TRUE,-10,TRUE,-10,TRUE,-10,TRUE,-10,TRUE,-10
